ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
284	"ENSG00000275131.2_2"	"CH17-472G23.4"	chr1	-	144857611	144857728	144859758	144859998	144856815	144857042	144863317	144863442	284	0,83,0,0,0,0,0,284,0,0,0,0,0	31,93,0,0,197,120,0,0,0,0,1,0,0	148,0,0,0,2,0,0,0,0,0	0,0,0,0,0,75,0,0,0,0	300	266	1	1.0	0.0,0.442,NA,NA,0.0,0.0,NA,1.0,NA,NA,0.0,NA,NA	1.0,NA,NA,NA,1.0,0.0,NA,NA,NA,NA	-0.426
293	"ENSG00000157800.17_1"	"SLC37A3"	chr7	-	140058439	140058585	140064207	140064291	140055467	140055564	140069389	140069482	293	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,150,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0	233	295	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
312	"ENSG00000023228.13_2"	"NDUFS1"	chr2	-	207014541	207014649	207017142	207017234	207013743	207013820	207018341	207018406	312	0,0,0,0,0,0,0,0,0,0,10,0,0	0,0,0,0,0,0,0,254,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,98,43,0,0	241	257	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA	0.5
316	"ENSG00000111906.17_1"	"HDDC2"	chr6	-	125613986	125614055	125619795	125619962	125598247	125598386	125621683	125621805	316	0,34,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,24,623,0,0,0	0,0,0,0,0,0,194,0,0,0	0,0,0,0,0,0,0,102,0,0	300	218	1	1.0	NA,0.892,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	-0.203
350	"ENSG00000059588.9_1"	"TARBP1"	chr1	-	234534127	234534299	234536598	234536694	234529391	234529583	234536926	234537008	350	3,1,0,178,0,0,0,0,0,0,0,2,0	0,113,353,248,0,184,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,33,0,0,81,190	245	300	1	1.0	1.0,0.011,0.0,0.468,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.036,NA,NA,0.0,0.0	0.401
356	"ENSG00000129197.14_1"	"RPAIN"	chr17	+	5329290	5329402	5329555	5329619	5326088	5326149	5331390	5331531	356	0,0,361,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,386,0	261	213	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA	0.5
357	"ENSG00000129197.14_1"	"RPAIN"	chr17	+	5329290	5329619	5331390	5331531	5326088	5326149	5335861	5336196	357	0,0,361,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,14,0,0,0	300	290	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
371	"ENSG00000143416.20_2"	"SELENBP1"	chr1	-	151341479	151341665	151341917	151342030	151340674	151340795	151342188	151342245	371	0,56,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,11,0,0,0,0,0	262	300	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	1.0
375	"ENSG00000077254.14_2"	"USP33"	chr1	-	78180298	78180468	78181426	78181553	78178884	78178966	78183551	78183732	375	1,127,0,0,0,0,0,0,1,0,472,6,1	0,0,0,0,0,253,0,0,0,0,19,0,0	0,0,0,0,0,47,148,106,1,0	0,0,0,0,0,0,179,58,1,155	276	300	1	1.0	1.0,1.0,NA,NA,NA,0.0,NA,NA,1.0,NA,0.964,1.0,1.0	NA,NA,NA,NA,NA,1.0,0.473,0.665,0.521,0.0	0.32
377	"ENSG00000108654.12_2"	"DDX5"	chr17	-	62500339	62500436	62500794	62500960	62500100	62500234	62502193	62502407	377	76,192,806,0,0,249,0,1,75,0,193,12,0	0,111,8,0,123,1,0,4,68,0,0,0,0	16,290,0,0,0,97,607,30,3,0	0,180,0,0,22,1,291,28,148,6	300	246	1	1.0	1.0,0.586,0.988,NA,0.0,0.995,NA,0.17,0.475,NA,1.0,1.0,NA	1.0,0.569,NA,NA,0.0,0.988,0.631,0.468,0.016,0.0	0.231
378	"ENSG00000076928.17_2"	"ARHGEF1"	chr19	+	42409100	42409188	42409326	42409413	42408367	42408535	42409911	42409979	378	0,45,0,0,0,0,0,0,0,0,0,0,0	0,54,0,0,0,10,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,85	0,0,0,0,0,28,0,0,0,0	237	236	1	1.0	NA,0.453,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	-0.273
379	"ENSG00000152601.17_2"	"MBNL1"	chr3	+	152173330	152173366	152174055	152174150	152165408	152165562	152177059	152177134	379	0,0,0,0,0,1,0,0,0,0,0,0,0	0,2,0,0,0,57,0,0,0,0,0,0,0	0,38,0,0,0,0,2,0,0,0	0,0,0,0,0,28,56,0,0,0	185	244	1	1.0	NA,0.0,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,0.045,NA,NA,NA	-0.337
381	"ENSG00000198467.13_2"	"TPM2"	chr9	-	35684728	35684804	35685060	35685136	35684484	35684547	35685265	35685336	381	0,0,0,0,0,0,0,0,0,0,183,0,0	0,0,226,0,0,8,0,0,0,0,9,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,50,24,0,1	225	225	1	1.0	NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,0.953,NA,NA	NA,1.0,NA,NA,NA,NA,0.0,0.0,NA,0.0	0.068
383	"ENSG00000105669.13_2"	"COPE"	chr19	-	19017768	19017921	19021779	19021880	19016384	19016438	19023792	19023855	383	0,2,0,0,0,0,0,0,0,0,183,0,0	2,18,0,0,0,391,0,0,0,0,0,0,0	0,0,0,0,0,10,139,0,0,0	0,484,0,0,0,52,53,0,0,0	250	300	1	1.0	0.0,0.118,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,0.0,NA,NA,NA,0.188,0.759,NA,NA,NA	-0.036
388	"ENSG00000182389.19_2"	"CACNB4"	chr2	-	152717224	152717334	152727044	152727125	152711737	152711889	152728930	152729007	388	0,40,0,0,0,0,0,0,0,0,0,0,0	1,147,0,0,0,0,1,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,161,0,0,0,0,103,0,0,0	230	259	1	1.0	0.0,0.235,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	0.059
394	"ENSG00000111481.9_2"	"COPZ1"	chr12	+	54737008	54737100	54739243	54739299	54735989	54736071	54741550	54741628	394	0,16,0,0,0,0,0,0,0,0,0,0,0	0,64,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,6,9,0,0	0,0,0,0,0,56,0,7,0,0	241	205	1	1.0	NA,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,0.522,NA,NA	-0.332
405	"ENSG00000152359.14_2"	"POC5"	chr5	-	75001528	75001612	75003561	75003700	74998429	74998635	75008678	75008776	405	0,0,0,0,0,0,0,0,0,0,0,0,0	0,46,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,59,175,0,0,0,0	0,0,0,0,0,4,0,0,0,0	288	233	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,0.973,NA,NA,NA,NA	-0.986
407	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30872012	30872159	30873744	30873849	30869441	30869610	30876192	30876248	407	0,18,0,49,0,0,0,0,0,2,0,1,0	0,296,220,0,0,84,0,0,19,0,826,1,0	0,0,0,0,0,0,0,9,0,0	1,1,0,0,0,60,1,3,0,0	254	296	1	1.0	NA,0.066,0.0,1.0,NA,0.0,NA,NA,0.0,1.0,0.0,0.538,NA	0.0,0.0,NA,NA,NA,0.0,0.0,0.778,NA,NA	0.17
422	"ENSG00000087085.13_2"	"ACHE"	chr7	-	100488789	100488959	100490328	100490439	100487831	100487956	100490785	100491854	422	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1	42,0,0,0,0,0,5,0,0,0	0,0,0,0,0,0,0,0,0,0	260	300	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
436	"ENSG00000206562.11_2"	"METTL6"	chr3	-	15455527	15455669	15457004	15457090	15452836	15452944	15457278	15457449	436	0,0,0,0,125,0,0,0,0,0,0,0,0	0,7,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,112,0,0	0,0,0,0,0,0,0,0,0,0	235	291	1	1.0	NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-0.5
439	"ENSG00000127314.17_2"	"RAP1B"	chr12	+	69045774	69045831	69047891	69048032	69044179	69044248	69050085	69050229	439	60,0,0,0,0,0,0,0,0,0,1,0,0	0,125,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,98,0,0	206	290	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.5
440	"ENSG00000127314.17_2"	"RAP1B"	chr12	+	69047891	69048032	69050085	69050229	69045774	69045831	69050880	69050997	440	59,0,0,0,0,0,0,0,0,0,7,2,0	0,148,0,0,0,0,0,0,0,0,1,238,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,5,0,344	290	293	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.876,0.008,NA	NA,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0	0.471
444	"ENSG00000148660.20_1"	"CAMK2G"	chr10	-	75585036	75585105	75587846	75587879	75583797	75583842	75597225	75597269	444	52,142,0,2,0,389,0,0,0,0,11,0,0	0,109,8,46,0,283,0,0,19,0,2,0,0	0,84,0,0,0,28,3,0,0,0	0,418,0,0,0,0,299,0,191,0	182	218	1	1.0	1.0,0.609,0.0,0.05,NA,0.622,NA,NA,0.0,NA,0.868,NA,NA	NA,0.194,NA,NA,NA,1.0,0.012,NA,0.0,NA	0.148
459	"ENSG00000110958.15_1"	"PTGES3"	chr12	-	57059987	57060050	57064058	57064148	57058559	57058584	57065532	57065631	459	40,157,0,0,0,0,0,0,23,0,0,1,0	0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,135,0,0	0,0,0,0,0,22,281,1,0,0	239	212	1	1.0	1.0,1.0,NA,0.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,0.0,0.992,NA,NA	0.469
460	"ENSG00000110958.15_1"	"PTGES3"	chr12	-	57064058	57064148	57065532	57065631	57059987	57060050	57066523	57066593	460	0,94,0,0,0,0,0,0,0,0,0,14,0	0,12,0,0,0,0,0,0,0,0,0,0,0	92,1,0,0,0,118,324,73,0,0	124,0,0,0,0,0,182,0,0,0	248	239	1	1.0	NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.417,1.0,NA,NA,NA,1.0,0.632,1.0,NA,NA	0.132
461	"ENSG00000110958.15_1"	"PTGES3"	chr12	-	57065532	57065593	57066523	57066593	57064058	57064148	57066735	57066849	461	0,59,0,0,0,5,0,0,0,12,0,0,0	3,82,0,0,0,0,0,0,0,0,0,14,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,12,0,0	219	210	1	1.0	0.0,0.408,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.482
465	"ENSG00000055332.16_2"	"EIF2AK2"	chr2	-	37349648	37349807	37353431	37353554	37347101	37347282	37362626	37362689	465	17,0,0,0,0,78,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0,148,0,0	0,0,0,0,0,0,0,0,0,0	0,86,0,0,0,0,0,0,0,0	272	300	1	1.0	1.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,0.0,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	0.75
474	"ENSG00000170445.12_2"	"HARS"	chr5	-	140057492	140057600	140062684	140062804	140057239	140057338	140070439	140070529	474	0,32,0,0,0,6,0,0,0,5,0,0,0	0,12,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,14,0,0,0,0	205,0,0,0,0,0,141,1,0,0	269	257	1	1.0	NA,0.718,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA	0.0,NA,NA,NA,NA,1.0,0.0,0.0,NA,NA	0.656
480	"ENSG00000163138.18_2"	"PACRGL"	chr4	+	20709425	20709493	20711305	20711396	20706282	20706437	20714410	20714545	480	0,74,0,0,0,96,0,0,0,0,0,0,0	0,42,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,60,0,0,0,0	0,0,0,0,0,22,0,0,0,0	217	240	1	1.0	NA,0.661,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA	0.08
481	"ENSG00000163138.18_2"	"PACRGL"	chr4	+	20709425	20709493	20714410	20714545	20706282	20706437	20715054	20715162	481	0,74,0,0,0,96,0,0,0,0,0,0,0	0,106,0,0,0,0,0,0,0,0,0,0,0	420,0,0,0,0,60,0,0,0,0	0,0,0,0,0,0,0,0,0,0	217	284	1	1.0	NA,0.477,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.262
488	"ENSG00000118473.21_1"	"SGIP1"	chr1	+	67099762	67099846	67101626	67101698	67098752	67098777	67105459	67105516	488	0,0,0,0,0,0,0,0,0,0,0,0,0	5,0,0,0,0,0,0,400,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	233	221	1	1.0	0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
490	"ENSG00000118473.21_1"	"SGIP1"	chr1	+	67160121	67160187	67161116	67161176	67155872	67155999	67184976	67185088	490	0,0,0,0,0,0,0,0,0,0,77,0,0	0,0,0,0,0,190,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,126,0,1,0	215	209	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	0.5
504	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141754750	141754866	141756858	141756959	141753328	141753429	141762330	141762415	504	0,21,0,0,1,0,0,1,49,0,0,426,0	0,35,0,0,407,0,0,1,3,133,0,394,0	0,0,0,0,0,0,0,0,279,146	0,0,0,565,0,3,249,0,0,0	250	265	1	1.0	NA,0.389,NA,NA,0.003,NA,NA,0.515,0.945,0.0,NA,0.534,NA	NA,NA,NA,0.0,NA,0.0,0.0,NA,1.0,1.0	-0.002
505	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141756858	141756959	141762330	141762415	141754750	141754866	141771263	141771361	505	0,1,0,0,0,0,0,0,0,0,0,422,0	0,0,0,0,0,1,0,0,47,0,0,0,0	0,0,0,0,0,80,52,0,0,50	0,0,0,1,0,72,210,0,0,162	234	250	1	1.0	NA,1.0,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA	NA,NA,NA,0.0,NA,0.543,0.209,NA,NA,0.248	0.25
506	"ENSG00000089123.15_2"	"TASP1"	chr20	-	13539654	13539761	13550153	13550233	13514668	13514788	13561543	13561628	506	0,0,0,12,87,0,0,0,0,0,209,0,0	0,0,0,0,0,0,0,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,48,0,0	229	256	1	1.0	NA,NA,NA,1.0,1.0,NA,NA,NA,0.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.75
508	"ENSG00000164398.12_2"	"ACSL6"	chr5	-	131310450	131310528	131310585	131310663	131308958	131309093	131312340	131312414	508	86,39,0,0,0,0,0,0,0,0,182,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,111,160,0,1,0	0,0,0,0,0,0,0,14,0,0	227	227	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,1.0,NA,NA,NA,1.0,1.0,0.0,1.0,NA	0.2
510	"ENSG00000160917.14_1"	"CPSF4"	chr7	+	99047898	99047994	99048324	99048418	99045743	99045896	99049990	99050063	510	0,0,0,0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,12,0,1,0,0	0,0,0,0,0,0,0,73,0,0	245	243	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,0.013,NA,NA	-0.506
515	"ENSG00000172005.10_1"	"MAL"	chr2	+	95713703	95713871	95715325	95715451	95691537	95691630	95719125	95719737	515	16,0,0,0,0,0,0,0,0,0,0,0,0	0,57,0,1,0,0,0,39,0,146,0,2,0	0,0,0,0,0,0,0,0,0,0	0,11,0,0,17,130,3,0,0,154	300	275	1	1.0	1.0,0.0,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA	NA,0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0	0.167
521	"ENSG00000205581.10_1"	"HMGN1"	chr21	-	40717755	40717884	40719304	40719409	40717071	40717200	40720217	40720265	521	0,0,0,0,0,0,0,0,0,0,63,0,0	28,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	2,1,0,0,0,47,1,0,0,0	254	278	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA	0.5
526	"ENSG00000257103.8_2"	"LSM14A"	chr19	+	34699833	34699956	34706028	34706205	34687538	34687668	34706500	34706566	526	0,178,0,0,109,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,54,0,0	0,0,0,0,0,0,0,0,0,172	272	300	1	1.0	NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.0	0.5
528	"ENSG00000140391.14_2"	"TSPAN3"	chr15	-	77348130	77348205	77348405	77348597	77346519	77346621	77363233	77363451	528	0,0,0,0,0,1,0,0,0,0,0,410,0	8,114,0,0,0,5,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,1,0,0,0,0	300	224	1	1.0	0.0,0.0,NA,NA,NA,0.13,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	-0.218
534	"ENSG00000163517.14_2"	"HDAC11"	chr3	+	13540012	13540055	13542212	13542289	13538235	13538352	13543370	13543433	534	0,0,0,0,0,0,0,0,0,0,6,0,0	0,5,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,235	192	226	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	0.5
535	"ENSG00000072110.13_2"	"ACTN1"	chr14	-	69345174	69345240	69345705	69345786	69343798	69343957	69346678	69346825	535	0,0,0,0,0,0,0,0,0,0,796,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,15,0	0,0,0,0,0,0,0,0,0,0	230	215	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.001
541	"ENSG00000112715.20_2"	"VEGFA"	chr6	+	43746196	43746273	43749747	43749824	43745205	43745402	43752277	43752299	541	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,147,0,0,0,0,0,0,0,6,300,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,72,209,1,64,4	226	226	1	1.0	NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,0.0,0.009,0.0,0.0,0.0	-0.002
544	"ENSG00000070081.15_2"	"NUCB2"	chr11	+	17336932	17337022	17351673	17351844	17333574	17333667	17352448	17352530	544	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,10,0,0,13,0,0,1,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,16,0,0,0,0	239	300	1	1.0	NA,NA,NA,NA,1.0,0.0,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.25
546	"ENSG00000068305.17_2"	"MEF2A"	chr15	+	100211527	100211659	100211724	100211862	100185765	100185969	100214597	100214817	546	0,43,20,434,151,47,0,201,0,0,288,0,1	0,2,0,0,0,0,0,0,0,0,0,435,0	2,0,0,0,0,1,222,0,0,0	0,0,0,0,0,0,0,0,0,0	281	287	1	1.0	NA,0.956,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,0.0,1.0	1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.116
547	"ENSG00000255245.4_2"	"FXYD6-FXYD2"	chr11	-	117711033	117711083	117711862	117711899	117710495	117710545	117712505	117712580	547	0,0,0,0,0,0,0,0,0,0,0,0,0	56,387,0,0,78,0,0,7,23,0,398,0,1217	24,11,0,0,0,5,4,0,0,0	63,17,0,0,0,222,280,97,0,0	186	199	1	1.0	0.0,0.0,NA,NA,0.0,NA,NA,0.0,0.0,NA,0.0,NA,0.0	0.29,0.409,NA,NA,NA,0.024,0.015,0.0,NA,NA	-0.148
562	"ENSG00000139132.14_2"	"FGD4"	chr12	+	32729199	32729383	32734893	32735401	32717070	32717223	32751430	32751520	562	0,126,0,0,0,0,0,0,0,356,0,0,0	0,27,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,48,0,0,0,0	300	300	1	1.0	NA,0.824,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.608
563	"ENSG00000104299.14_2"	"INTS9"	chr8	-	28669843	28669978	28671008	28671129	28654060	28654172	28692808	28692895	563	0,0,0,0,0,0,0,0,0,0,0,0,0	0,42,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,36,0,0	0,0,0,0,0,0,112,0,0,0	270	284	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA	-0.5
581	"ENSG00000135535.15_2"	"CD164"	chr6	-	109691613	109691670	109697276	109697315	109687720	109690220	109699102	109699174	581	0,0,0,0,0,1,0,0,0,0,0,0,0	0,3,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,11,0,0,0,0,0	0,0,0,0,48,0,144,2,0,0	188	206	1	1.0	NA,0.0,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.201,NA,0.0,0.0,NA,NA	0.266
582	"ENSG00000163904.12_2"	"SENP2"	chr3	+	185316199	185316333	185316745	185316812	185307901	185307957	185318552	185318643	582	0,92,0,0,0,0,0,0,0,0,0,0,0	0,0,0,239,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,1	283	216	1	1.0	NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0	0.0
589	"ENSG00000172995.16_2"	"ARPP21"	chr3	+	35748465	35748574	35750460	35750562	35732356	35732497	35756930	35756968	589	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,3,0,0,0,0,0,0,0	0,0,0,0,0,36,0,76,0,0	0,0,0,0,0,0,0,1,0,0	258	251	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.0	NA,NA,NA,NA,NA,1.0,NA,0.987,NA,NA	-0.494
592	"ENSG00000138698.14_2"	"RAP1GDS1"	chr4	+	99264289	99264412	99273626	99273752	99214558	99214666	99300167	99300314	592	0,4,0,1,0,55,0,0,0,0,337,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,28,0	0,0,0,0,0,0,0,0,0,0	272	275	1	1.0	NA,1.0,NA,1.0,NA,1.0,NA,NA,0.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.2
593	"ENSG00000138698.14_2"	"RAP1GDS1"	chr4	+	99264289	99264412	99273626	99273752	99214558	99214666	99313102	99313231	593	0,4,0,1,0,55,0,0,0,0,337,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,28,0	283,0,0,0,0,0,0,0,284,0	272	275	1	1.0	NA,1.0,NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,0.091,NA	0.955
594	"ENSG00000138698.14_2"	"RAP1GDS1"	chr4	+	99313102	99313231	99325627	99325753	99273626	99273752	99337895	99338039	594	0,0,0,0,0,0,0,0,0,0,0,0,0	0,45,0,0,0,0,0,0,0,0,0,6,0	283,0,0,0,0,0,0,0,284,0	0,0,0,0,0,8,0,0,0,0	278	275	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	-0.667
