ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1338	"ENSG00000197283.13_2"	"SYNGAP1"	chr6	+	33414351	33414563	33414357	33414563	33412220	33412394	1338	0,0,0,0,0,4,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,70,0,0,0,39,5,6,0,0	0,0,0,0,0,0,0,0,0,25	155	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,0.0	0.2
1339	"ENSG00000197283.13_2"	"SYNGAP1"	chr6	+	33415606	33415710	33415619	33415710	33414351	33414563	1339	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,3,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,33,5,0,1,0	162	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,NA	0.5
1342	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30867892	30868078	30867892	30868075	30869441	30869610	1342	0,56,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,8,0,0,34,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,27,0,0,0,0	152	150	1	1.0	NA,1.0,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.333
1343	"ENSG00000110888.17_2"	"CAPRIN2"	chr12	-	30872012	30873849	30872012	30872159	30876192	30876248	1343	0,50,0,49,0,0,0,0,0,2,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,20,34,15,0,0	0,1,0,0,0,0,1,2,0,0	300	150	1	1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	NA,0.5,NA,NA,NA,1.0,0.944,0.789,NA,NA	0.192
1344	"ENSG00000163161.12_1"	"ERCC3"	chr2	-	128046912	128047095	128046912	128047077	128047264	128047400	1344	0,0,0,0,0,0,0,0,0,0,0,0,0	0,66,0,0,0,0,0,0,2,0,1,0,0	0,0,0,0,0,13,0,0,0,0	0,0,0,0,0,49,0,0,0,0	167	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA	-0.192
1345	"ENSG00000163161.12_1"	"ERCC3"	chr2	-	128050185	128050422	128050185	128050280	128051088	128051294	1345	76,23,0,0,65,16,0,0,3,0,392,0,0	0,0,0,273,0,0,0,0,0,0,0,0,0	0,0,0,0,0,42,0,0,98,0	0,0,0,0,0,0,0,0,0,0	291	150	1	1.0	1.0,1.0,NA,0.0,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.143
1346	"ENSG00000131370.15_1"	"SH3BP5"	chr3	-	15345609	15345806	15345609	15345738	15372010	15372073	1346	0,2,0,0,0,0,0,0,0,0,0,0,0	0,51,0,0,0,0,0,42,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,158,0,0,0	217	150	1	1.0	NA,0.026,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.013
1360	"ENSG00000130175.9_2"	"PRKCSH"	chr19	+	11558507	11558604	11558537	11558604	11558253	11558433	1360	0,16,0,0,0,0,0,0,0,0,0,206,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,19,0	0,0,0,0,0,1,0,0,0,0	179	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	0.5
1371	"ENSG00000139644.12_2"	"TMBIM6"	chr12	+	50152134	50152263	50152165	50152263	50152009	50152058	1371	0,0,0,0,0,0,0,0,0,0,15,0,0	1,391,0,33,0,74,56,0,36,0,484,467,0	0,0,0,0,0,0,0,0,0,0	269,60,0,0,2,88,285,123,110,191	180	150	1	1.0	0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.025,0.0,NA	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.003
1398	"ENSG00000108039.17_1"	"XPNPEP1"	chr10	-	111633124	111633335	111633124	111633185	111635285	111635357	1398	0,0,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,18,52,0,0,0	299	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.5
1404	"ENSG00000066926.10_1"	"FECH"	chr18	-	55238623	55238835	55238623	55238772	55240477	55240597	1404	0,0,0,0,0,0,0,0,0,0,0,0,0	0,54,0,0,0,52,0,0,0,0,0,0,0	0,159,0,0,0,0,0,0,0,0	0,0,0,0,1,22,0,0,0,0	212	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,0.0,0.0,NA,NA,NA,NA	-0.333
1408	"ENSG00000077232.16_2"	"DNAJC10"	chr2	+	183604271	183605115	183605025	183605115	183600975	183601113	1408	0,0,0,1,0,6,0,0,2,0,0,0,0	0,0,0,0,0,0,0,6,1,0,0,0,0	14,0,0,0,0,0,0,0,177,0	1,0,0,0,0,0,50,0,0,0	300	150	1	1.0	NA,NA,NA,1.0,NA,1.0,NA,0.0,0.5,NA,NA,NA,NA	0.875,NA,NA,NA,NA,NA,0.0,NA,1.0,NA	0.0
1410	"ENSG00000239672.7_2"	"NME1"	chr17	+	49238458	49238633	49238520	49238633	49237340	49237442	1410	0,68,0,215,0,0,0,0,0,0,0,0,0	1,83,0,0,0,0,0,0,0,0,0,6,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,213,0,0,0	211	150	1	1.0	0.0,0.368,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.342
1433	"ENSG00000198898.12_2"	"CAPZA2"	chr7	+	116550266	116550365	116550286	116550365	116546316	116546396	1433	0,15,0,0,0,0,0,46,0,0,0,0,0	0,73,203,375,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,47,66,27,0,31	169	150	1	1.0	NA,0.154,0.0,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,0.0	0.288
1437	"ENSG00000116584.17_2"	"ARHGEF2"	chr1	-	155934778	155934922	155934778	155934919	155935093	155935203	1437	0,0,0,0,0,102,0,0,0,0,4,0,0	0,72,0,0,0,0,0,0,1,236,0,0,0	0,0,0,0,0,0,52,137,0,0	0,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,0.0,NA,NA,NA,1.0,NA,NA,0.0,0.0,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	-0.6
1443	"ENSG00000169714.16_1"	"CNBP"	chr3	-	128889921	128890123	128889921	128890120	128890288	128890381	1443	0,1,0,0,0,45,0,0,0,0,0,0,0	0,180,0,0,183,165,0,12,23,0,357,0,0	17,0,0,0,0,0,5,0,0,0	0,0,0,0,0,0,54,0,0,0	152	150	1	1.0	NA,0.005,NA,NA,0.0,0.212,NA,0.0,0.0,NA,0.0,NA,NA	1.0,NA,NA,NA,NA,NA,0.084,NA,NA,NA	-0.506
1446	"ENSG00000169714.16_1"	"CNBP"	chr3	-	128890288	128890381	128890288	128890351	128890476	128890614	1446	0,30,0,0,0,45,0,6,23,0,402,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,77	0,0,0,0,0,0,247,0,0,0	179	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,1.0	0.333
1451	"ENSG00000162576.16_1"	"MXRA8"	chr1	-	1289227	1289326	1289227	1289308	1289409	1289486	1451	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,21,0,0,0,0	0,0,0,0,0,0,0,0,0,0	167	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1471	"ENSG00000161082.12_1"	"CELF5"	chr19	+	3290228	3290372	3290269	3290372	3285939	3286023	1471	0,96,0,0,0,0,0,0,0,0,1,0,0	0,5,0,0,0,0,0,328,0,0,0,0,0	0,0,0,0,0,81,114,0,0,0	0,0,0,0,0,0,0,0,2,0	190	150	1	1.0	NA,0.938,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,NA	-0.021
1475	"ENSG00000151332.18_1"	"MBIP"	chr14	-	36783896	36784142	36783896	36784121	36785898	36786018	1475	0,0,0,0,0,0,0,0,0,0,0,0,0	2,52,0,0,0,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,0,0	0,0,0,0,0,0,123,0,0,0	170	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA	-0.5
1482	"ENSG00000103365.15_2"	"GGA2"	chr16	-	23504680	23504908	23504680	23504779	23505623	23505699	1482	0,0,0,0,0,0,0,0,0,0,0,0,0	0,163,0,0,0,0,0,0,35,0,0,0,0	0,0,0,0,0,0,0,0,43,0	0,0,0,0,0,89,0,0,0,0	278	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	-0.5
1513	"ENSG00000182196.13_2"	"ARL6IP4"	chr12	+	123466117	123466426	123466141	123466426	123465675	123465813	1513	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	173	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0
1520	"ENSG00000168843.13_1"	"FSTL5"	chr4	-	162954776	162954810	162954776	162954807	163032422	163032564	1520	0,17,0,0,0,0,0,0,0,0,0,0,0	0,31,0,0,0,84,0,0,0,0,0,0,0	0,0,0,0,0,127,0,0,0,0	0,0,0,0,0,0,0,0,8,0	152	150	1	1.0	NA,0.351,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	-0.325
1535	"ENSG00000213995.11_2"	"NAXD"	chr13	+	111290588	111292340	111290724	111292340	111289475	111289596	1535	0,84,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	285	150	1	1.0	NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA	0.436
1537	"ENSG00000196150.13_2"	"ZNF250"	chr8	-	146115317	146115459	146115317	146115444	146115692	146115788	1537	0,44,0,0,0,0,0,0,0,0,0,0,0	0,47,0,0,0,0,0,1,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0	164	150	1	1.0	NA,0.461,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.247
1540	"ENSG00000183604.14_1"	"SMG1P5"	chr16	-	30288584	30288749	30288584	30288707	30288917	30289114	1540	0,219,0,0,0,120,0,0,0,0,0,0,0	0,76,0,0,0,0,0,0,0,0,0,0,0	310,5,0,0,0,3,2,0,179,0	0,0,0,0,0,0,0,0,0,0	191	150	1	1.0	NA,0.694,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.153
1543	"ENSG00000114062.18_2"	"UBE3A"	chr15	-	25652213	25652359	25652213	25652284	25653766	25653831	1543	0,43,0,155,0,0,0,0,0,0,0,163,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,8,0,0,0	224	150	1	1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	0.5
1544	"ENSG00000114062.18_2"	"UBE3A"	chr15	-	25652213	25652375	25652213	25652284	25653766	25653831	1544	0,43,0,155,0,0,0,0,0,0,0,163,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,8,0,0,0	240	150	1	1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	0.5
1545	"ENSG00000114062.18_2"	"UBE3A"	chr15	-	25652213	25652409	25652213	25652284	25653766	25653831	1545	0,82,0,155,0,0,0,0,0,0,225,163,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,116,0,0,0	0,0,0,0,0,0,8,0,0,0	274	150	1	1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,0.888,NA,NA,NA	0.056
1557	"ENSG00000115266.11_2"	"APC2"	chr19	+	1455382	1455499	1455385	1455499	1455147	1455256	1557	0,0,0,0,0,0,0,248,0,0,0,1,0	0,23,245,379,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,27,0,0,0	0,117,0,0,0,0,0,0,0,2	152	150	1	1.0	NA,0.0,0.0,0.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	NA,0.0,NA,NA,NA,NA,1.0,NA,NA,0.0	0.067
1562	"ENSG00000109929.9_1"	"SC5D"	chr11	+	121175048	121175202	121175069	121175202	121174074	121174294	1562	0,1,0,0,0,0,0,0,0,0,0,0,0	0,168,0,0,0,0,0,0,0,0,0,594,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,99,25,0,0,0	170	150	1	1.0	NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA	0.003
1566	"ENSG00000089041.16_2"	"P2RX7"	chr12	+	121600073	121600323	121600226	121600323	121598704	121598777	1566	0,0,0,0,0,0,0,0,0,0,0,0,0	0,31,0,0,0,0,0,0,0,0,1,0,0	238,0,0,0,0,0,0,0,0,500	0,0,0,0,0,3,10,0,0,0	300	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,1.0	-0.5
1600	"ENSG00000120533.12_1"	"ENY2"	chr8	+	110352717	110352792	110352719	110352792	110351548	110351619	1600	0,71,0,0,0,0,0,0,0,0,0,4,0	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,58,0,0,0	0,0,0,0,0,0,0,0,0,0	151	150	1	1.0	NA,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.007
1601	"ENSG00000136986.9_1"	"DERL1"	chr8	-	124031434	124031545	124031434	124031485	124033686	124033739	1601	0,21,0,0,0,0,0,0,12,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,37,225,0,0,0	0,0,0,0,0,0,2,0,0,0	209	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,0.988,NA,NA,NA	0.006
1604	"ENSG00000100697.14_1"	"DICER1"	chr14	-	95582789	95583032	95582789	95582917	95583958	95584091	1604	0,191,5,0,0,0,0,184,12,0,30,161,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,49,0,0,0,0	0,0,0,0,0,0,14,0,0,0	264	150	1	1.0	NA,1.0,1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	0.5
1652	"ENSG00000164398.12_2"	"ACSL6"	chr5	-	131308958	131309093	131308958	131309051	131310585	131310823	1652	0,39,0,0,0,0,47,0,0,0,43,0,0	0,0,0,41,0,0,0,0,0,0,0,0,0	0,1,0,0,0,56,351,6,0,0	0,0,0,0,0,0,0,0,0,0	191	150	1	1.0	NA,1.0,NA,0.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA	NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA	-0.25
1653	"ENSG00000105821.14_1"	"DNAJC2"	chr7	-	102964044	102964110	102964044	102964072	102964928	102965009	1653	0,29,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,5,0,0	0,0,0,0,0,0,0,0,43,0	187	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA	0.5
1657	"ENSG00000120903.12_2"	"CHRNA2"	chr8	-	27327277	27327548	27327277	27327498	27328502	27328711	1657	0,0,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,35,0,0,0,0	0,0,0,0,0,0,0,0,103,0	199	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	0.5
1662	"ENSG00000145246.13_2"	"ATP10D"	chr4	+	47538702	47538955	47538747	47538955	47538453	47538581	1662	0,0,0,0,0,0,0,0,0,0,0,0,0	0,67,0,0,0,0,0,0,0,0,0,0,0	109,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	194	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
1666	"ENSG00000161202.17_1"	"DVL3"	chr3	+	183882265	183882389	183882279	183882389	183882054	183882176	1666	0,0,0,0,0,0,0,0,0,0,0,0,0	46,1,0,0,284,0,0,0,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,0	163	150	1	1.0	0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
1667	"ENSG00000161202.17_1"	"DVL3"	chr3	+	183884613	183884763	183884664	183884763	183884393	183884461	1667	0,50,0,0,0,0,0,10,6,0,40,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,43,0,22,0	0,0,0,0,0,0,0,0,0,0	200	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,0.0,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-0.2
1700	"ENSG00000122140.10_1"	"MRPS2"	chr9	+	138393544	138393819	138393689	138393819	138392843	138392969	1700	0,0,0,0,0,0,0,0,0,0,5,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,23,1,0,0,0	294	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1.0
1732	"ENSG00000174080.10_1"	"CTSF"	chr11	-	66333761	66333875	66333761	66333872	66334716	66334792	1732	2,76,0,0,0,82,0,373,49,0,332,0,0	0,1,0,0,0,0,0,0,0,0,1,1,0	0,0,0,0,0,101,88,20,0,0	0,0,0,0,1,0,0,0,0,0	152	150	1	1.0	1.0,0.987,NA,NA,NA,1.0,NA,1.0,1.0,NA,0.997,0.0,NA	NA,NA,NA,NA,0.0,1.0,1.0,1.0,NA,NA	0.105
1740	"ENSG00000185090.14_1"	"MANEAL"	chr1	+	38265238	38266805	38265515	38266805	38262415	38262492	1740	0,0,0,0,0,0,0,0,0,0,1,1,1	0,1,0,0,0,0,0,0,15,0,0,0,0	80,0,0,0,0,17,0,0,0,0	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,1.0,1.0	1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.4
1742	"ENSG00000004534.14_2"	"RBM6"	chr3	+	50004630	50006181	50004902	50006181	50000008	50000118	1742	0,0,0,0,0,0,0,0,0,0,17,0,0	0,0,0,64,0,0,0,0,0,0,30,0,0	0,0,0,0,0,27,0,1,0,0	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.221,NA,NA	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.889
1751	"ENSG00000109654.14_2"	"TRIM2"	chr4	+	154191486	154191671	154191489	154191671	154125617	154125712	1751	0,0,0,0,0,0,0,0,0,0,429,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,4,0,330,0,0,68	0,0,0,0,0,0,8,0,0,0	152	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,1.0,NA,0.976,NA,NA,1.0	0.008
1776	"ENSG00000028310.17_2"	"BRD9"	chr5	-	886706	886882	886706	886822	887475	887586	1776	0,10,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,1,1,0	0,0,0,0,0,0,329,0,0,0	0,0,0,0,0,0,0,0,0,0	209	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.418,0.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.527
1778	"ENSG00000028310.17_2"	"BRD9"	chr5	-	889701	889881	889701	889762	891269	891402	1778	0,0,0,0,0,0,0,0,0,0,0,89,0	0,16,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,10,0,0	0,0,0,0,0,0,0,0,70,0	268	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA	0.0
1779	"ENSG00000204256.12_2"	"BRD2"	chr6	+	32945036	32945347	32945218	32945347	32944338	32944713	1779	0,0,0,0,0,0,0,0,0,0,0,0,0	0,84,0,0,131,0,0,0,0,0,7,0,0	0,0,0,0,0,0,253,0,0,0	0,0,0,0,0,0,0,0,42,22	300	150	1	1.0	NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,0.0,0.0	-0.333
1785	"ENSG00000205336.11_2"	"ADGRG1"	chr16	+	57685096	57685534	57685154	57685534	57684164	57684263	1785	1,65,0,0,0,0,0,0,14,0,0,12,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,3,16,134,0	0,0,0,0,0,0,0,0,57,0	207	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,0.63,NA	0.123
1788	"ENSG00000205336.11_2"	"ADGRG1"	chr16	+	57685111	57685369	57685154	57685369	57684164	57684263	1788	1,67,0,0,0,1,0,5,14,0,0,79,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,24,3,16,289,0	0,0,0,0,0,0,0,0,57,0	192	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,0.798,NA	0.05
1794	"ENSG00000205336.11_2"	"ADGRG1"	chr16	+	57693306	57693593	57693324	57693593	57691284	57691403	1794	0,0,0,0,0,116,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,43,0,0,0,0	0,0,0,4,0,0,0,0,0,0	0,0,0,0,0,0,0,0,16,0	167	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA	0.0
1800	"ENSG00000146469.12_1"	"VIP"	chr6	+	153078230	153078319	153078233	153078319	153077268	153077400	1800	0,7,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,230,92,0,0,0	0,0,0,0,0,61,0,0,0,0	152	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.788,1.0,NA,NA,NA	0.106
1811	"ENSG00000085433.15_2"	"WDR47"	chr1	-	109525230	109525407	109525230	109525401	109525903	109526073	1811	0,0,0,0,0,0,0,0,0,0,0,0,0	67,37,0,0,0,0,0,0,26,0,254,0,0	0,11,0,0,0,0,0,0,0,0	3,92,0,0,0,6,20,0,0,0	155	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	0.0,0.104,NA,NA,NA,0.0,0.0,NA,NA,NA	-0.026
1812	"ENSG00000085433.15_2"	"WDR47"	chr1	-	109547213	109547340	109547213	109547337	109553537	109554340	1812	0,0,0,0,0,0,0,0,11,6,12,0,0	0,0,0,0,0,1,0,1,0,0,175,0,0	0,0,0,0,0,0,0,0,0,0	80,1,0,0,0,0,76,0,0,0	152	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,0.0,1.0,1.0,0.063,NA,NA	0.0,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	0.413
1813	"ENSG00000109065.11_2"	"NAT9"	chr17	-	72768098	72768178	72768098	72768116	72768356	72768416	1813	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,41,0,0,0,0	0,0,0,0,0,0,0,0,0,0	211	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1814	"ENSG00000109065.11_2"	"NAT9"	chr17	-	72768098	72768193	72768098	72768116	72768356	72768416	1814	1,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0	224,0,0,0,0,41,0,0,0,0	0,0,0,0,0,0,0,0,0,0	226	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.5
