ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
530	"ENSG00000160408.14_2"	"ST6GALNAC6"	chr9	-	130652915	130653322	130652934	130653322	130649762	130649870	530	0,18,0,0,0,80,0,0,0,0,0,324,0	0,0,0,0,0,0,0,0,2,1054,0,0,0	0,0,0,133,0,0,166,0,169,2	0,0,0,0,0,37,0,0,0,0	169	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,0.0,0.0,NA,1.0,NA	NA,NA,NA,1.0,NA,0.0,1.0,NA,1.0,1.0	-0.2
544	"ENSG00000108231.12_2"	"LGI1"	chr10	+	95518516	95519048	95518516	95518588	95537135	95537207	544	0,144,11,0,0,127,0,0,4,0,12,288,0	0,0,0,0,0,4,0,0,0,0,13,0,0	0,1,0,0,0,0,280,0,0,0	0,0,0,0,0,0,414,0,0,0	610	150	1	1.0	NA,1.0,1.0,NA,NA,0.886,NA,NA,1.0,NA,0.185,1.0,NA	NA,1.0,NA,NA,NA,NA,0.143,NA,NA,NA	0.274
562	"ENSG00000157388.14_2"	"CACNA1D"	chr3	+	53834275	53834886	53834275	53834392	53835238	53835452	562	0,70,0,0,0,0,0,0,0,0,0,0,0	0,87,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,41,100,0	0,0,0,0,0,39,0,0,0,0	644	150	1	1.0	NA,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,1.0,1.0,NA	-0.509
564	"ENSG00000139625.12_1"	"MAP3K12"	chr12	-	53878029	53878149	53878040	53878149	53877694	53877804	564	0,0,0,0,0,0,0,0,0,0,79,0,0	0,113,0,0,0,0,0,77,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	161	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	0.333
570	"ENSG00000198755.10_1"	"RPL10A"	chr6	+	35436723	35437062	35436723	35436804	35437157	35437306	570	0,0,0,0,0,0,0,0,30,0,0,0,0	0,63,0,0,0,0,1,0,0,0,315,1,0	0,0,0,0,0,0,0,1,0,0	12,0,0,0,0,32,146,157,519,83	408	150	1	1.0	NA,0.0,NA,NA,NA,NA,0.0,NA,1.0,NA,0.0,0.0,NA	0.0,NA,NA,NA,NA,0.0,0.0,0.002,0.0,0.0	0.2
582	"ENSG00000165219.21_2"	"GAPVD1"	chr9	+	128083711	128083841	128083711	128083778	128086076	128086202	582	0,0,0,18,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,194,0,81,0,0,0,0	0,0,0,0,0,0,0,0,0,144	213	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,1.0,NA,NA,NA,0.0	0.333
587	"ENSG00000145864.12_1"	"GABRB2"	chr5	-	160974894	160975130	160975064	160975130	160973572	160973801	587	0,0,372,28,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,27,0,0,0,0	0,0,0,0,0,0,0,0,428,0	0,0,0,0,0,0,0,0,0,0	320	150	1	1.0	NA,NA,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.333
588	"ENSG00000182872.15_2"	"RBM10"	chrX	+	47039278	47039439	47039278	47039436	47039610	47039708	588	0,0,0,0,0,0,0,0,0,0,0,375,0	9,0,0,0,0,227,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,0,0	153	150	1	1.0	0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.333
597	"ENSG00000213930.11_2"	"GALT"	chr9	+	34647085	34647958	34647085	34647564	34648111	34648168	597	2,56,1,0,0,0,0,173,0,0,0,0,0	0,22,0,0,0,0,0,0,0,0,0,0,0	0,14,0,0,0,51,0,0,1,0	0,0,0,0,0,0,0,0,0,0	544	150	1	1.0	1.0,0.412,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.147
603	"ENSG00000139737.21_2"	"SLAIN1"	chr13	+	78318417	78318651	78318417	78318567	78320648	78320990	603	0,0,0,0,0,0,0,0,0,0,0,0,0	0,101,0,0,259,66,0,0,20,0,0,332,0	0,0,0,0,118,0,88,0,0,0	0,0,0,0,42,70,636,0,184,62	234	150	1	1.0	NA,0.0,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,0.643,0.0,0.081,NA,0.0,0.0	-0.145
609	"ENSG00000137409.19_2"	"MTCH1"	chr6	-	36940427	36940572	36940478	36940572	36938422	36938470	609	0,103,0,0,0,392,1,0,0,0,0,0,0	0,34,0,0,0,0,0,0,5,0,0,0,0	366,29,0,0,0,3,296,0,0,4	0,0,0,0,0,65,0,0,0,0	201	150	1	1.0	NA,0.693,NA,NA,NA,1.0,1.0,NA,0.0,NA,NA,NA,NA	1.0,1.0,NA,NA,NA,0.033,1.0,NA,NA,1.0	-0.133
614	"ENSG00000162734.12_2"	"PEA15"	chr1	+	160181332	160181506	160181332	160181440	160182899	160183055	614	112,503,18,508,0,635,0,1,73,5,191,577,65	24,0,0,0,0,0,0,0,0,0,0,0,0	449,443,0,0,21,335,382,4,146,258	0,0,0,0,0,0,47,0,0,0	216	150	1	1.0	0.764,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,0.849,1.0,1.0,1.0	-0.003
616	"ENSG00000137871.19_2"	"ZNF280D"	chr15	-	56958876	56959184	56958997	56959184	56958592	56958733	616	0,0,0,22,0,0,0,0,0,0,0,432,0	0,0,0,0,0,0,0,0,0,0,0,1,0	1,391,0,0,0,43,419,0,129,0	0,0,0,0,0,0,0,0,0,0	271	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.996,NA	1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.002
625	"ENSG00000054148.17_2"	"PHPT1"	chr9	+	139744464	139745012	139744464	139744589	139745206	139745474	625	0,0,0,0,0,0,0,0,0,0,0,6,0	0,131,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0	0,0,0,318,0,6,11,0,0,0	573	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,NA	NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.305
633	"ENSG00000168610.14_2"	"STAT3"	chr17	-	40474299	40474512	40474302	40474512	40469199	40469242	633	0,0,0,9,1,0,0,421,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	3,0,0,0,0,21,41,0,0,0	0,0,0,0,0,0,0,133,0,0	153	150	1	1.0	NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,0.0,NA,NA	0.25
637	"ENSG00000203875.10_1"	"SNHG5"	chr6	-	86387512	86387750	86387671	86387750	86387141	86387210	637	0,46,0,0,0,0,0,0,19,0,0,308,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,185,0,0,0,7,0,0,0,0	0,0,0,0,0,0,0,0,220,0	309	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,0.0,NA	0.333
650	"ENSG00000105053.10_2"	"VRK3"	chr19	-	50528523	50528629	50528602	50528629	50523841	50523904	650	0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0	229	150	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-1.0
652	"ENSG00000171877.20_2"	"FRMD5"	chr15	-	44177865	44177953	44177878	44177953	44176924	44176993	652	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,123,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0	0,0,0,0,0,0,0,127,0,0	163	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA	-0.028
665	"ENSG00000080503.21_2"	"SMARCA2"	chr9	+	2086828	2087071	2086828	2086897	2088499	2088613	665	0,316,0,0,124,86,0,0,2,0,470,14,0	0,26,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,6,40,53,1,0	0,0,0,0,0,0,0,0,0,0	324	150	1	1.0	NA,0.849,NA,NA,1.0,1.0,NA,NA,1.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA	-0.025
682	"ENSG00000129968.15_1"	"ABHD17A"	chr19	-	1878662	1880114	1879919	1880114	1877506	1877686	682	79,83,0,0,0,0,0,0,0,0,0,0,1	18,0,0,0,178,33,0,0,0,0,349,0,0	0,0,0,0,0,0,0,0,0,391	1,0,0,0,0,89,0,0,0,0	1407	150	1	1.0	0.319,1.0,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,1.0	0.0,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	0.053
687	"ENSG00000124222.22_2"	"STX16"	chr20	+	57227128	57227194	57227128	57227143	57234678	57234690	687	0,0,0,0,0,0,0,148,0,0,0,0,0	0,46,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,80,2,0,0,0	0,0,0,0,0,24,0,0,0,0	201	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.713,1.0,NA,NA,NA	-0.357
688	"ENSG00000124222.22_2"	"STX16"	chr20	+	57242545	57242664	57242545	57242653	57243042	57243183	688	0,72,0,0,0,0,0,0,0,0,0,0,0	33,243,0,0,0,36,0,0,43,142,50,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,66,0,83,4,0,187,0	161	150	1	1.0	0.0,0.216,NA,NA,NA,0.0,NA,NA,0.0,0.0,0.0,NA,NA	NA,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA	0.036
689	"ENSG00000072310.16_2"	"SREBF1"	chr17	-	17720861	17721230	17721009	17721230	17720569	17720771	689	0,91,0,0,0,0,0,0,0,0,0,0,0	0,14,0,0,0,0,0,0,0,0,282,0,0	0,0,0,0,0,0,148,0,0,31	0,0,0,0,0,49,0,0,0,0	298	150	1	1.0	NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,1.0	-0.284
693	"ENSG00000086758.15_2"	"HUWE1"	chrX	-	53570801	53570929	53570846	53570929	53569403	53569500	693	0,0,0,0,0,0,62,0,0,0,0,0,0	0,30,0,0,0,0,0,0,0,0,0,339,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,9,0,0,0,0	195	150	1	1.0	NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.333
697	"ENSG00000244274.7_2"	"DBNDD2"	chr20	+	44037440	44037676	44037440	44037578	44038571	44039250	697	0,0,0,0,0,0,0,0,1,0,1,1,1	4,56,0,0,0,0,0,0,14,1,717,1,0	1,0,0,0,0,0,2,0,0,1	0,282,0,0,43,61,391,144,0,285	248	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,0.041,0.0,0.001,0.377,1.0	1.0,0.0,NA,NA,0.0,0.0,0.003,0.0,NA,0.002	0.059
713	"ENSG00000106052.13_2"	"TAX1BP1"	chr7	+	27855967	27856139	27855967	27856013	27856508	27856657	713	0,0,0,0,0,1,0,0,1,1,0,1,0	81,35,156,0,0,0,0,0,0,0,0,200,0	1,0,0,0,1,45,231,0,0,119	0,8,0,0,0,42,200,0,0,0	276	150	1	1.0	0.0,0.0,0.0,NA,NA,1.0,NA,NA,1.0,1.0,NA,0.003,NA	1.0,0.0,NA,NA,1.0,0.368,0.386,NA,NA,1.0	-0.197
717	"ENSG00000110713.15_2"	"NUP98"	chr11	-	3781617	3781856	3781768	3781856	3774545	3774638	717	0,0,0,0,115,0,0,0,12,0,0,2,0	0,3,0,0,0,331,0,0,0,0,0,0,0	461,0,0,0,0,28,0,0,0,0	0,0,0,0,0,103,0,0,0,0	301	150	1	1.0	NA,0.0,NA,NA,1.0,0.0,NA,NA,1.0,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,0.119,NA,NA,NA,NA	0.04
724	"ENSG00000163463.11_2"	"KRTCAP2"	chr1	-	155142262	155142333	155142266	155142333	155141883	155142036	724	0,0,0,0,0,0,0,0,0,0,0,0,0	6,0,0,0,99,13,0,0,4,0,0,21,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,37,0,0,0,0	154	150	1	1.0	0.0,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA	-0.026
725	"ENSG00000122779.17_2"	"TRIM24"	chr7	+	138239442	138239711	138239442	138239609	138252225	138252399	725	0,0,410,0,3,0,0,21,4,0,2,29,2	27,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,99,19,0,0	0,0,0,0,0,0,0,0,0,0	252	150	1	1.0	0.0,NA,1.0,NA,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,1.0	NA,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA	-0.125
726	"ENSG00000143774.16_2"	"GUK1"	chr1	+	228328824	228329208	228328824	228328989	228333211	228333325	726	0,0,0,0,0,0,0,0,0,0,25,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,5,169,0,0,0	369	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1.0
727	"ENSG00000143774.16_2"	"GUK1"	chr1	+	228333211	228333350	228333211	228333325	228333726	228333768	727	0,0,0,159,0,0,0,0,0,0,0,0,0	0,28,0,0,0,2,0,0,0,0,687,0,0	0,0,0,0,0,0,99,0,0,0	0,69,0,0,0,65,173,1,0,0	175	150	1	1.0	NA,0.0,NA,1.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA	NA,0.0,NA,NA,NA,0.0,0.329,0.0,NA,NA	0.168
742	"ENSG00000196123.12_1"	"KIAA0895L"	chr16	-	67215460	67215600	67215508	67215600	67213943	67214569	742	0,0,0,0,0,0,0,8,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,44,0	198	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA	1.0
747	"ENSG00000185324.21_2"	"CDK10"	chr16	+	89761338	89761478	89761338	89761460	89761700	89761753	747	0,29,0,0,0,266,0,0,22,2,532,0,0	0,13,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,13,117,5,101,0	0,0,0,0,0,0,0,0,0,0	168	150	1	1.0	NA,0.666,NA,NA,NA,1.0,NA,NA,1.0,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA	-0.067
753	"ENSG00000159842.14_2"	"ABR"	chr17	-	961083	961285	961209	961285	960237	960342	753	0,0,440,0,0,0,0,0,0,0,0,1,0	49,153,4,95,0,407,0,1,13,8,40,1,0	0,0,0,0,0,0,0,0,0,0	4,393,0,0,4,376,35,161,252,0	276	150	1	1.0	0.0,0.0,0.984,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.352,NA	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,NA	0.134
754	"ENSG00000159842.14_2"	"ABR"	chr17	-	986759	986867	986761	986867	982569	982630	754	57,326,18,0,1,369,0,166,99,0,217,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0	150,0,0,1,0,31,429,80,181,0	0,0,0,0,0,0,23,0,0,0	152	150	1	1.0	1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA	1.0,NA,NA,1.0,NA,1.0,0.948,1.0,1.0,NA	0.009
757	"ENSG00000067840.12_1"	"PDZD4"	chrX	-	153073305	153073594	153073351	153073594	153072733	153072824	757	0,29,0,0,0,0,0,0,0,0,0,0,0	0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,11,0,0,0,116	0,0,0,0,0,0,0,136,0,19	196	150	1	1.0	NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,0.0,NA,0.824	-0.108
782	"ENSG00000070756.14_2"	"PABPC1"	chr8	-	101727689	101727829	101727698	101727829	101725314	101725409	782	0,106,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,59,0,0	0,0,0,0,0,47,465,0,1,0	0,0,0,0,0,0,0,0,0,0	159	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.5
786	"ENSG00000147548.16_2"	"WHSC1L1"	chr8	-	38138984	38139101	38139017	38139101	38137057	38137199	786	0,45,0,0,0,0,0,0,0,0,0,323,0	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,29,0,36	0,0,0,0,0,0,52,0,0,0	183	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.0,1.0,NA,1.0	0.0
788	"ENSG00000160285.14_1"	"LSS"	chr21	-	47642543	47642652	47642576	47642652	47641767	47641889	788	0,0,0,0,0,41,0,0,0,0,0,0,0	0,0,0,0,0,98,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,223,0,0,0	183	150	1	1.0	NA,NA,NA,NA,NA,0.255,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.255
799	"ENSG00000141503.15_2"	"MINK1"	chr17	+	4789745	4789921	4789745	4789912	4790404	4790474	799	0,292,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,112,0,0,0,0,102,0,83,0	0,0,0,0,1,0,0,0,0,0	159	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,1.0,NA,NA,0.0,NA,1.0,NA,1.0,NA	0.25
802	"ENSG00000034053.14_2"	"APBA2"	chr15	+	29213842	29213952	29213842	29213921	29287955	29288009	802	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,408,0,0,0,0,0,0,0,0,0,0	0,558,0,0,0,0,0,5,0,0	0,0,0,0,0,0,0,0,0,0	181	150	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA	-1.0
811	"ENSG00000104231.10_1"	"ZFAND1"	chr8	-	82633461	82633530	82633483	82633530	82630416	82630459	811	0,0,0,0,0,0,0,0,1,0,0,0,0	0,57,0,0,0,0,0,0,0,0,0,0,0	326,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	172	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
816	"ENSG00000136960.12_2"	"ENPP2"	chr8	-	120594657	120594842	120594669	120594842	120592355	120592407	816	0,0,0,0,0,0,0,0,34,1,6,0,0	0,0,0,0,0,0,0,0,0,0,0,128,0	0,0,0,0,0,3,33,0,260,100	52,0,0,0,18,0,13,0,0,0	162	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,0.0,NA	0.0,NA,NA,NA,0.0,1.0,0.702,NA,1.0,1.0	0.133
837	"ENSG00000043514.15_1"	"TRIT1"	chr1	-	40315790	40315933	40315794	40315933	40313657	40313769	837	0,0,0,0,0,0,0,15,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,17,0	154	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0
850	"ENSG00000107404.18_2"	"DVL1"	chr1	-	1274666	1274819	1274741	1274819	1273901	1274033	850	0,3,193,0,0,148,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,1,0,0	20,0,0,0,0,0,0,0,16,0	0,0,0,0,0,0,0,0,0,49	225	150	1	1.0	NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,0.0,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,1.0,0.0	0.133
860	"ENSG00000139644.12_2"	"TMBIM6"	chr12	+	50135739	50136063	50135739	50135898	50146246	50146332	860	0,0,0,0,0,0,0,0,0,0,0,131,0	0,0,0,0,0,0,0,0,9,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,11,0,0	315	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.5
870	"ENSG00000117523.15_2"	"PRRC2C"	chr1	+	171483674	171483784	171483674	171483769	171484872	171484998	870	24,277,0,0,0,0,0,0,14,0,0,0,0	9,0,0,0,20,0,0,0,0,0,96,0,0	199,0,0,0,0,48,0,0,1,0	0,212,0,0,0,0,6,0,0,0	165	150	1	1.0	0.708,1.0,NA,NA,0.0,NA,NA,NA,1.0,NA,0.0,NA,NA	1.0,0.0,NA,NA,NA,1.0,0.0,NA,1.0,NA	-0.058
882	"ENSG00000239779.6_2"	"WBP1"	chr2	+	74685958	74686244	74685958	74686046	74686769	74686872	882	0,0,0,19,0,0,0,0,14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,2	0,0,0,0,0,0,0,0,123,0	348	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,1.0	0.333
883	"ENSG00000239779.6_2"	"WBP1"	chr2	+	74686564	74686689	74686564	74686679	74686769	74686872	883	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0	160	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
891	"ENSG00000179915.22_2"	"NRXN1"	chr2	-	50170841	50170929	50170850	50170929	50145642	50149389	891	0,71,0,0,0,15,0,0,5,0,0,0,0	0,150,0,0,0,170,0,0,8,0,1,1,0	0,126,0,0,0,74,0,0,81,0	0,0,0,0,0,0,0,0,0,0	159	150	1	1.0	NA,0.309,NA,NA,NA,0.077,NA,NA,0.371,NA,0.0,0.0,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.849
902	"ENSG00000169714.16_1"	"CNBP"	chr3	-	128890476	128890614	128890497	128890614	128890288	128890381	902	0,2,0,0,0,45,0,0,23,0,0,0,0	0,55,0,0,207,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,0	0,0,0,1,1,0,318,0,0,0	171	150	1	1.0	NA,0.031,NA,NA,0.0,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,0.0,0.0,1.0,0.0,NA,NA,NA	0.258
908	"ENSG00000204120.14_2"	"GIGYF2"	chr2	+	233599864	233599948	233599864	233599947	233612324	233612454	908	0,0,0,0,0,0,0,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,219,0,0,0,7,0,0,0,17	0,1,0,0,0,0,0,0,0,0	151	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,0.995,NA,NA,NA,1.0,NA,NA,NA,1.0	0.002
910	"ENSG00000110958.15_1"	"PTGES3"	chr12	-	57059415	57060050	57059987	57060050	57058559	57058584	910	0,32,0,0,0,0,0,0,0,0,0,0,0	0,12,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	124,0,0,0,0,22,308,0,0,0	722	150	1	1.0	NA,0.357,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.178
913	"ENSG00000278259.4_1"	"MYO19"	chr17	-	34864735	34864974	34864900	34864974	34863641	34863763	913	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,36,0	315	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0
934	"ENSG00000182196.13_2"	"ARL6IP4"	chr12	+	123465675	123465846	123465675	123465813	123466141	123466426	934	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	183	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0
937	"ENSG00000101158.13_2"	"NELFCD"	chr20	+	57569164	57569294	57569164	57569246	57569696	57570188	937	0,0,0,0,0,0,0,0,0,0,0,8,0	0,0,0,0,0,0,0,0,0,0,0,204,0	69,0,0,0,0,0,0,0,0,4	0,0,0,0,0,0,0,0,0,0	198	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0	-0.971
944	"ENSG00000170445.12_2"	"HARS"	chr5	-	140058586	140058712	140058646	140058712	140057492	140057600	944	2,131,0,1,0,0,0,0,28,0,0,0,0	9,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,149,1,0,0	0,0,0,0,0,0,0,0,0,0	210	150	1	1.0	0.137,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	-0.216
