ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11529	"ENSG00000182272.11_2"	"B4GALNT4"	chr11	+	380824	380951	380291	380445	381668	382116	11529	0,20,0,0,0,3,0,0,0,0,25,2,0	0,0,0,0,0,10,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	277	150	1	1.0	NA,1.0,NA,NA,NA,0.14,NA,NA,NA,NA,1.0,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.215
11532	"ENSG00000054116.11_1"	"TRAPPC3"	chr1	-	36605669	36605767	36604999	36605420	36614692	36614888	11532	0,28,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,56,0,0,0	0,0,0,0,0,0,0,7,0,0	248	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	0.5
11544	"ENSG00000138593.8_1"	"SECISBP2L"	chr15	-	49311614	49311749	49309744	49309825	49319561	49319677	11544	0,26,0,0,0,0,0,0,0,0,0,159,0	9,0,0,0,0,0,0,0,0,0,113,0,0	0,0,0,236,0,0,15,0,0,0	0,0,0,0,0,0,0,0,0,0	285	150	1	1.0	0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA	-0.5
11545	"ENSG00000134644.15_1"	"PUM1"	chr1	-	31414768	31414970	31413997	31414119	31418192	31418219	11545	0,62,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,0,0,0,0,0	0,146,0,0,0,0,0,0,0,0	352	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA	0.935
11546	"ENSG00000134644.15_1"	"PUM1"	chr1	-	31414844	31414970	31413997	31414119	31418192	31418330	11546	0,106,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,33,0,0,0,0,0,8,0,0	0,146,0,0,0,0,0,0,0,0	276	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,0.109,NA,NA,NA,NA,NA,1.0,NA,NA	0.446
11556	"ENSG00000270106.5_2"	"TSNAX-DISC1"	chr1	+	231885671	231885822	231837700	231837770	231902885	231903015	11556	0,0,0,0,0,0,0,0,0,0,0,33,0	0,0,0,44,0,0,0,0,0,0,0,0,0	0,0,0,0,0,113,0,0,0,0	0,0,0,0,0,0,0,0,0,0	301	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.5
11566	"ENSG00000251322.7_2"	"SHANK3"	chr22	+	51150042	51150066	51144499	51144580	51153344	51153475	11566	0,0,0,0,0,0,0,464,0,0,0,0,0	0,0,0,8,0,0,0,0,0,0,0,0,0	0,0,0,0,0,42,0,0,0,0	0,36,0,0,0,0,0,0,0,0	174	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA	0.0
11579	"ENSG00000143889.15_2"	"HNRNPLL"	chr2	-	38805061	38805144	38804602	38804674	38809054	38809127	11579	0,0,0,0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,0,0,0,0,0,0,0,0	397,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,12,0,0,0	233	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	-0.5
11581	"ENSG00000115268.9_2"	"RPS15"	chr19	+	1439604	1439825	1438805	1438891	1440017	1440252	11581	0,0,0,0,0,0,0,0,0,0,0,0,0	7,303,411,0,0,180,0,0,36,18,135,31,0	0,0,0,0,0,0,0,0,0,24	0,5,0,0,2,12,4,0,4,2	371	150	1	1.0	0.0,0.0,0.0,NA,NA,0.0,NA,NA,0.0,0.0,0.0,0.0,NA	NA,0.0,NA,NA,0.0,0.0,0.0,NA,0.0,0.829	-0.138
11621	"ENSG00000122417.15_2"	"ODF2L"	chr1	-	86822126	86822285	86820456	86820542	86824469	86824574	11621	0,16,0,0,0,0,0,0,0,0,0,2,0	0,6,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,72,45,0,0,0	0,0,0,0,0,0,1,0,0,0	309	150	1	1.0	NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,0.956,NA,NA,NA	-0.196
11635	"ENSG00000133812.15_2"	"SBF2"	chr11	-	10013961	10014090	10011043	10011142	10014536	10014650	11635	0,0,0,195,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,122,0,0,25,0,0,0	0,0,0,0,0,0,0,0,0,11	279	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,1.0,NA,NA,0.0	0.333
11636	"ENSG00000133812.15_2"	"SBF2"	chr11	-	10019812	10019926	10015467	10015545	10022460	10022569	11636	0,183,0,144,219,137,0,144,0,0,0,14,0	0,0,0,0,0,84,0,0,0,0,0,0,0	0,0,0,0,0,76,305,15,8,0	0,0,0,0,0,0,0,0,0,0	264	150	1	1.0	NA,1.0,NA,1.0,1.0,0.481,NA,1.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA	-0.087
11639	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53858543	53858636	53856264	53856351	53859715	53859757	11639	173,140,149,39,0,4,0,6,43,0,357,228,0	2,223,2,68,0,0,0,0,0,0,81,33,0	179,1,0,0,2,149,188,0,100,0	39,0,0,0,9,0,1,0,0,0	243	150	1	1.0	0.982,0.279,0.979,0.261,NA,1.0,NA,1.0,1.0,NA,0.731,0.81,NA	0.739,1.0,NA,NA,0.121,1.0,0.991,NA,1.0,NA	-0.026
11640	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53858543	53858636	53856264	53856351	53861004	53861069	11640	81,139,0,0,0,4,0,0,0,0,246,227,0	0,0,0,0,0,2,0,0,0,0,0,0,0	179,1,0,0,1,81,147,0,40,0	0,0,0,0,0,0,0,0,0,0	243	150	1	1.0	1.0,1.0,NA,NA,NA,0.552,NA,NA,NA,NA,1.0,1.0,NA	1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,NA	-0.09
11641	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53859715	53859757	53856264	53856351	53861004	53861077	11641	99,391,2,145,0,0,0,0,1,10,81,265,0	0,0,0,0,0,2,0,0,0,0,0,0,0	39,0,0,0,13,31,48,0,3,16	0,0,0,0,0,0,0,0,0,0	192	150	1	1.0	1.0,1.0,1.0,1.0,NA,0.0,NA,NA,1.0,1.0,1.0,1.0,NA	1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0	-0.111
11642	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53859715	53859757	53858543	53858636	53861004	53861077	11642	194,169,149,116,0,0,0,6,44,10,111,233,0	5,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,5,145,88,0,63,16	0,0,0,0,0,46,0,0,0,0	192	150	1	1.0	0.968,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,1.0,1.0,NA	NA,NA,NA,NA,1.0,0.711,1.0,NA,1.0,1.0	0.054
11643	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53861588	53861627	53861004	53861077	53862560	53862616	11643	0,135,0,0,0,0,0,0,1,0,111,322,0	199,202,1,341,0,0,0,0,17,0,1,232,0	0,0,0,0,0,30,45,0,0,16	39,0,0,0,4,195,278,1,3,0	189	150	1	1.0	0.0,0.347,0.0,0.0,NA,NA,NA,NA,0.045,NA,0.989,0.524,NA	0.0,NA,NA,NA,0.0,0.109,0.114,0.0,0.0,1.0	0.097
11644	"ENSG00000197111.15_2"	"PCBP2"	chr12	+	53861588	53861627	53861004	53861077	53862563	53862616	11644	0,80,0,0,0,0,0,0,2,0,111,0,0	0,0,0,22,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,88,0,193,0	0,0,0,0,0,0,0,0,0,0	189	150	1	1.0	NA,1.0,NA,0.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-0.25
11652	"ENSG00000127824.13_2"	"TUBA4A"	chr2	-	220116729	220116952	220115915	220116435	220118577	220118638	11652	0,78,0,0,1,95,0,202,36,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,175,0,27,57,0,55,0	0,0,0,0,0,0,1,0,0,0	373	150	1	1.0	NA,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,1.0,NA,1.0,0.958,NA,1.0,NA	0.01
11662	"ENSG00000166912.16_1"	"MTMR10"	chr15	-	31244170	31244241	31240504	31240674	31245764	31245834	11662	0,0,0,0,0,0,0,0,0,0,3,71,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,55,0,0,0	0,0,0,0,51,0,0,0,0,0	221	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,0.0,1.0,1.0,NA,NA,NA	0.333
11663	"ENSG00000166912.16_1"	"MTMR10"	chr15	-	31258077	31258243	31253083	31253276	31260122	31260213	11663	0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,3,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,6,0,0,0,0,29,0,0,0	316	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
11664	"ENSG00000166912.16_1"	"MTMR10"	chr15	-	31260122	31260213	31253083	31253276	31266516	31266659	11664	0,0,0,0,0,3,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,0	0,6,0,0,0,0,29,0,0,0	0,0,0,0,0,0,0,0,0,0	241	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA	NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA	-0.5
11681	"ENSG00000184007.18_2"	"PTP4A2"	chr1	-	32381495	32381588	32377296	32377427	32384570	32384710	11681	0,96,0,0,159,238,2,0,49,0,0,69,0	0,0,0,0,0,0,0,0,0,0,0,0,0	399,218,0,246,1,0,75,0,0,669	113,0,0,0,0,9,0,0,0,0	243	150	1	1.0	NA,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,NA	0.685,1.0,NA,1.0,1.0,0.0,1.0,NA,NA,1.0	0.188
11683	"ENSG00000184007.18_2"	"PTP4A2"	chr1	-	32396533	32396743	32384600	32385259	32403587	32403643	11683	14,0,0,0,0,0,0,0,0,0,0,0,0	193,104,0,0,6,228,0,0,0,0,1,14,0	161,0,0,0,0,0,79,0,0,0	0,0,0,0,0,20,236,0,0,65	360	150	1	1.0	0.029,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,0.0,NA	1.0,NA,NA,NA,NA,0.0,0.122,NA,NA,0.0	-0.276
11685	"ENSG00000154642.10_2"	"C21orf91"	chr21	-	19167524	19167587	19161283	19165898	19168898	19169435	11685	0,0,0,0,0,0,0,0,0,0,120,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,0,130,0	213	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA	0.5
11693	"ENSG00000130559.18_1"	"CAMSAP1"	chr9	-	138754312	138754454	138742167	138742307	138758301	138758382	11693	0,203,0,0,0,0,0,0,0,0,95,10,1	0,26,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,35,0,0,0	0,0,0,0,0,0,0,0,0,0	292	150	1	1.0	NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.05
11700	"ENSG00000155970.11_1"	"MICU3"	chr8	+	16927196	16927228	16921592	16921746	16935291	16935370	11700	0,117,0,7,0,0,0,1,0,261,3,1,0	0,2,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,114,0,85,0,0	0,0,0,0,0,0,0,1,0,0	182	150	1	1.0	NA,0.98,NA,1.0,NA,NA,NA,1.0,NA,1.0,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,NA,0.986,NA,NA	0.004
11701	"ENSG00000155970.11_1"	"MICU3"	chr8	+	16948054	16948093	16944472	16944544	16955966	16956062	11701	0,90,0,0,0,0,0,115,18,0,0,0,0	0,17,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	189	150	1	1.0	NA,0.808,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.064
11708	"ENSG00000132275.10_1"	"RRP8"	chr11	-	6622155	6622285	6621898	6622005	6622378	6622832	11708	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,23,0,0,0,0	0,0,0,0,0,0,0,0,272,89	0,0,0,0,0,0,0,0,0,0	280	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0	-1.0
11712	"ENSG00000122705.16_1"	"CLTA"	chr9	+	36209263	36209317	36204064	36204176	36211599	36212056	11712	0,2,0,0,0,0,0,185,0,0,0,0,0	0,2,0,0,0,83,0,0,8,0,4,0,0	0,50,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,1,22	204	150	1	1.0	NA,0.424,NA,NA,NA,0.0,NA,1.0,0.0,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,0.424,0.0	-0.19
11713	"ENSG00000122705.16_1"	"CLTA"	chr9	+	36210621	36210657	36204064	36204176	36211599	36211781	11713	0,39,0,0,0,0,0,0,5,0,217,0,0	0,2,0,0,0,83,0,0,8,0,4,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,22	186	150	1	1.0	NA,0.94,NA,NA,NA,0.0,NA,NA,0.335,NA,0.978,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	0.563
11748	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1939263	1939385	1937072	1937136	1939822	1939947	11748	0,0,0,0,0,0,0,0,0,0,0,0,0	0,82,0,0,0,0,0,0,0,0,0,0,0	130,0,0,0,0,13,2,0,33,0	0,0,0,0,0,0,0,0,0,0	272	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-1.0
11755	"ENSG00000141542.10_1"	"RAB40B"	chr17	-	80654264	80654729	80622371	80622432	80656330	80656563	11755	0,0,0,0,0,0,0,0,1,0,55,0,0	0,105,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,55,0,0,0	0,0,0,0,0,0,0,0,0,0	615	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.5
11771	"ENSG00000185658.13_2"	"BRWD1"	chr21	-	40604102	40604210	40601237	40601362	40604298	40604424	11771	0,78,0,0,0,0,0,0,41,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,27,276,0,35,0	0,0,0,0,0,0,0,0,0,0	258	150	1	1.0	NA,0.958,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.021
11786	"ENSG00000110786.17_1"	"PTPN5"	chr11	-	18793485	18793573	18787353	18787430	18813071	18814268	11786	0,1,0,0,0,0,0,0,14,0,266,0,0	0,4,147,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,17,2,0,87,0	0,0,0,0,0,0,0,0,0,0	238	150	1	1.0	NA,0.136,0.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.466
11787	"ENSG00000110786.17_1"	"PTPN5"	chr11	-	18793485	18793618	18787353	18787430	18813071	18813389	11787	0,105,0,0,0,0,0,0,13,0,266,0,0	0,4,147,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,4,209,0,683,0	0,0,0,0,0,0,0,0,0,0	283	150	1	1.0	NA,0.933,0.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.267
11793	"ENSG00000218336.8_2"	"TENM3"	chr4	+	183665295	183665316	183664322	183664572	183672952	183673185	11793	0,0,0,0,0,0,0,0,0,0,0,0,0	0,97,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,16,0,0	0,0,0,0,0,0,0,0,0,0	171	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-1.0
11794	"ENSG00000241973.10_2"	"PI4KA"	chr22	-	21098915	21099008	21096895	21097052	21101870	21101990	11794	79,162,0,0,0,0,1,211,36,0,636,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0	55,0,0,0,0,0,132,136,773,0	0,0,0,0,0,0,0,0,0,0	243	150	1	1.0	0.98,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA	-0.003
11795	"ENSG00000241973.10_2"	"PI4KA"	chr22	-	21165254	21165320	21161649	21161746	21167645	21167794	11795	0,97,2,40,145,8,0,40,85,0,480,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	65,78,0,1,0,18,22,12,85,0	0,0,0,0,0,32,0,0,0,0	216	150	1	1.0	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA	1.0,1.0,NA,1.0,NA,0.281,1.0,1.0,1.0,NA	0.103
11805	"ENSG00000058673.15_2"	"ZC3H11A"	chr1	+	203765420	203765624	203764781	203764922	203770702	203770756	11805	0,19,0,0,0,0,95,0,0,3,0,0,0	0,0,0,0,0,0,0,0,6,0,0,0,0	0,490,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	354	150	1	1.0	NA,1.0,NA,NA,NA,NA,1.0,NA,0.0,1.0,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-0.25
11806	"ENSG00000058673.15_2"	"ZC3H11A"	chr1	+	203765420	203765729	203764798	203764922	203770702	203770756	11806	0,38,0,0,0,0,95,0,6,3,0,0,0	0,0,0,0,0,0,0,0,6,0,0,0,0	0,490,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	459	150	1	1.0	NA,1.0,NA,NA,NA,NA,1.0,NA,0.246,1.0,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-0.189
11813	"ENSG00000137501.17_2"	"SYTL2"	chr11	-	85419080	85419193	85418471	85418574	85420373	85420543	11813	0,0,0,0,0,0,0,0,0,0,0,0,0	0,26,165,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,58,0,0,0,0,1,0,0,0	263	150	1	1.0	NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,0.363,NA,NA,NA	-0.181
11814	"ENSG00000137501.17_2"	"SYTL2"	chr11	-	85422155	85422275	85420373	85420543	85425455	85425550	11814	14,7,0,0,0,0,0,0,0,0,0,386,0	0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,33,323,0,161,0	0,0,0,0,0,0,0,0,0,0	270	150	1	1.0	1.0,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.25
11821	"ENSG00000137501.17_2"	"SYTL2"	chr11	-	85428525	85428573	85425455	85425550	85429832	85429886	11821	14,0,0,0,0,0,0,0,0,0,0,0,0	0,6,0,0,0,0,0,0,0,0,0,54,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,96,0,0,0	198	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.333
11823	"ENSG00000137501.17_2"	"SYTL2"	chr11	-	85428525	85428769	85425455	85425550	85429832	85429886	11823	14,0,0,0,0,0,0,0,0,0,0,332,0	0,6,0,0,0,0,0,0,0,0,0,54,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,96,0,0,0	394	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.567
11829	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15226811	15226882	15225794	15226732	15226962	15227132	11829	0,83,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,14,0,0,0	0,0,0,0,0,3,0,0,0,0	221	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.5
11837	"ENSG00000135040.15_1"	"NAA35"	chr9	+	88627960	88628059	88624779	88624846	88628633	88628812	11837	0,134,0,0,0,0,0,0,0,0,1,0,0	0,38,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,51,0,12,0,0	0,0,0,0,0,0,0,0,0,0	249	150	1	1.0	NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,1.0,NA,1.0,NA,1.0,NA,NA	-0.16
11847	"ENSG00000100227.17_1"	"POLDIP3"	chr22	-	42993678	42993743	42992191	42992371	42995703	42995799	11847	0,0,0,0,0,0,0,0,0,0,0,0,0	0,44,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,18,0	0,379,0,0,0,32,0,0,0,0	215	150	1	1.0	NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA	-0.333
11862	"ENSG00000163072.15_2"	"NOSTRIN"	chr2	+	169712395	169712720	169711931	169711970	169713199	169713288	11862	0,16,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,81,0,0	475	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.5
11869	"ENSG00000136044.11_1"	"APPL2"	chr12	-	105570653	105570794	105569812	105569860	105571003	105571040	11869	0,2,0,0,0,0,0,0,70,522,76,0,0	0,0,0,0,0,0,0,0,0,0,0,15,0	661,102,0,0,0,0,3,0,0,0	0,0,0,0,0,0,0,0,0,0	291	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,0.0,NA	1.0,1.0,NA,NA,NA,NA,1.0,NA,NA,NA	-0.2
11872	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104860419	104860700	104859682	104859776	104860801	104860859	11872	2,41,0,0,0,0,0,0,0,0,0,0,0	0,44,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	431	150	1	1.0	1.0,0.245,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.585
11873	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104860508	104860700	104859682	104859776	104860801	104860859	11873	0,140,0,0,0,0,0,0,0,0,0,0,0	0,44,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	342	150	1	1.0	NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.709
11874	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104865114	104865138	104860991	104861083	104865462	104865558	11874	0,0,0,0,0,0,0,0,0,0,0,72,0	4,44,0,0,0,0,0,48,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,168,0,0,0	174	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.25
11876	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104871501	104871562	104866345	104866463	104899162	104899236	11876	0,131,0,0,0,0,0,0,0,0,0,184,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,31,0	0,37,0,0,0,17,129,0,0,0	211	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,0.0,NA,NA,NA,0.0,0.0,NA,1.0,NA	0.75
11877	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104899162	104899236	104871501	104871562	104934614	104934739	11877	0,90,0,0,256,0,0,141,0,0,4,233,0	0,21,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,31,0	0,0,0,0,0,0,0,0,0,0	224	150	1	1.0	NA,0.742,NA,NA,1.0,NA,NA,1.0,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.052
11880	"ENSG00000080224.17_2"	"EPHA6"	chr3	+	96585668	96585733	96533424	96533852	96706173	96706837	11880	0,71,0,0,0,0,0,143,0,0,0,0,0	0,0,0,0,0,0,0,0,24,0,0,0,0	0,98,0,0,0,0,34,0,0,0	0,0,0,0,0,0,0,0,0,0	215	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA	-0.333
11881	"ENSG00000080224.17_2"	"EPHA6"	chr3	+	96945107	96945263	96706173	96706837	96962795	96963131	11881	0,268,8,0,0,35,0,187,48,0,0,0,13	0,16,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,109,0,0,8,0	0,0,0,0,0,0,0,0,0,0	306	150	1	1.0	NA,0.891,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,1.0	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.018
