ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
854	"ENSG00000175224.16_2"	"ATG13"	chr11	+	46642591	46642707	46651594	46651650	46639874	46639925	46665828	46665910	854	89,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0	12,50,0,12,0,0,0,38,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,5,0,0,0,0,0,0,0,26,0,0,87,0,0,0,0,0,0,0	265	205	1	1.0	0.852,0.0,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.861,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.245
862	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21267983	21268823	21276495	21276604	21231375	21231464	21295966	21296089	862	0,1,1,24,7,30,0,0,0,8,0,0,0,23,2,0,0,36,0,32,0,0,1,0	0,488,130,51,110,72,1,27,50,1,116,0,0,330,137,1,0,0,54,76,98,142,12,69	24,3,1,6,18,0,0,0,0,6,112,0,0,0,0,0,48,0,0,0	158,47,112,52,14,197,82,35,47,165,560,1,61,105,0,59,10,165,15,0	258	300	1	1.0	NA,0.002,0.009,0.354,0.069,0.326,0.0,0.0,0.0,0.903,0.0,NA,NA,0.075,0.017,0.0,NA,1.0,0.0,0.329,0.0,0.0,0.088,0.0	0.15,0.069,0.01,0.118,0.599,0.0,0.0,0.0,0.0,0.041,0.189,0.0,0.0,0.0,NA,0.0,0.848,0.0,0.0,NA	0.046
863	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21324093	21324126	21307540	21307720	21329205	21329301	863	0,20,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,48,0,0,0,0,10,0	0,183,84,52,73,191,0,166,57,18,87,0,0,128,205,157,0,91,105,130,82,57,10,75	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	212,55,96,83,37,1,1,25,136,135,31,0,12,0,0,0,2,0,42,1	182	170	1	1.0	NA,0.093,0.0,0.0,0.0,0.0,NA,0.0,0.424,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,0.33,0.0,0.0,0.0,0.0,0.483,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.0	0.07
864	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21327691	21327805	21307540	21307720	21329205	21329301	864	0,103,0,16,0,20,0,1,0,1,7,0,0,61,132,0,0,0,65,2,0,0,0,103	0,183,84,52,73,191,0,166,57,18,87,0,0,128,205,157,0,91,105,130,82,57,10,75	26,2,1,54,0,0,0,0,31,1,202,0,18,0,31,0,40,0,0,0	212,55,96,83,37,1,1,25,136,135,31,0,12,0,0,0,2,0,42,1	263	170	1	1.0	NA,0.267,0.0,0.166,0.0,0.063,NA,0.004,0.0,0.035,0.049,NA,NA,0.235,0.294,0.0,NA,0.0,0.286,0.01,0.0,0.0,0.0,0.47	0.073,0.023,0.007,0.296,0.0,0.0,0.0,0.0,0.128,0.005,0.808,NA,0.492,NA,1.0,NA,0.928,NA,0.0,0.0	-0.136
865	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21329205	21329301	21307540	21307720	21377358	21377487	865	178,102,27,84,52,120,0,106,72,24,113,15,79,348,141,193,39,49,65,376,264,40,15,0	0,80,0,14,53,158,0,4,0,0,0,0,0,30,80,93,0,0,56,0,0,0,5,13	462,97,114,11,27,0,1,30,161,121,38,0,5,107,0,69,0,77,18,1	138,0,0,56,20,1,0,7,47,60,1,0,45,0,0,0,2,0,18,0	245	170	1	1.0	1.0,0.469,1.0,0.806,0.405,0.345,NA,0.948,1.0,1.0,1.0,1.0,1.0,0.889,0.55,0.59,1.0,1.0,0.446,1.0,1.0,1.0,0.675,0.0	0.699,1.0,1.0,0.12,0.484,0.0,1.0,0.748,0.704,0.583,0.963,NA,0.072,1.0,NA,1.0,0.0,1.0,0.41,1.0	0.133
866	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21324093	21324126	21327691	21327805	21307540	21307720	21329205	21329301	866	0,103,0,16,0,20,0,1,0,1,7,0,0,61,132,0,0,0,65,2,0,0,0,103	0,20,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,48,0,0,0,0,10,0	26,2,1,54,0,0,0,0,31,1,202,0,18,0,31,0,40,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	263	182	1	1.0	NA,0.781,NA,1.0,NA,1.0,NA,1.0,0.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,0.0,1.0,1.0,NA,NA,0.0,1.0	1.0,1.0,1.0,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,1.0,NA,1.0,NA,NA,NA	-0.23
867	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21329205	21329301	21377358	21377487	21308880	21308901	21415630	21415706	867	0,92,27,58,80,177,140,93,6,50,0,116,0,139,60,10,396,0,49,3,67,20,14,0	0,103,84,26,20,33,0,155,57,15,25,0,0,70,62,14,0,89,24,130,0,57,5,39	330,140,36,112,27,0,0,30,4,99,117,0,101,90,0,51,66,89,4,0	74,50,32,13,17,0,1,3,89,26,29,0,18,0,0,0,0,0,24,0	278	245	1	1.0	NA,0.44,0.221,0.663,0.779,0.825,1.0,0.346,0.085,0.746,0.0,1.0,NA,0.636,0.46,0.386,1.0,0.0,0.643,0.02,1.0,0.236,0.712,0.0	0.797,0.712,0.498,0.884,0.583,NA,0.0,0.898,0.038,0.77,0.78,NA,0.832,1.0,NA,1.0,1.0,1.0,0.128,NA	-0.173
868	"ENSG00000214063.10_2"	"TSPAN4"	chr11	+	850287	850367	862549	862741	847200	847300	864436	864511	868	0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,8,43,0,0,0,0,2,0,0,0,0,4,0,0,7,8,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	229	300	1	1.0	NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.895,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-0.372
869	"ENSG00000112851.14_2"	"ERBIN"	chr5	+	65364704	65364848	65367996	65368119	65349233	65350779	65370851	65371058	869	0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,0,46,0,0,54,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0	293	272	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.25
870	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179271151	179271227	179274977	179275066	179268906	179269064	179280377	179280437	870	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,25,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,46,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0	0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0	238	225	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,1.0,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	-0.4
871	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179278242	179278337	179280196	179280276	179274977	179275066	179280377	179280437	871	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,67,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0	229	244	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
872	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179278242	179278424	179280196	179280276	179274977	179275066	179280377	179280437	872	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,67,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0	229	300	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
877	"ENSG00000101546.12_2"	"RBFA"	chr18	+	77798504	77798617	77802134	77802219	77797329	77797506	77804211	77804285	877	0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0	0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,12,0,0,1,0,0,0	0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,12,0,0,0	0,0,3,0,0,0,0,0,0,1,0,0,0,17,0,19,0,0,0,0	262	234	1	1.0	NA,NA,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,0.0,NA,1.0,NA	NA,NA,0.0,NA,NA,NA,NA,NA,1.0,0.0,1.0,NA,NA,0.0,NA,0.0,1.0,NA,NA,NA	0.0
878	"ENSG00000183044.11_2"	"ABAT"	chr16	+	8829555	8829666	8839857	8839955	8806825	8807722	8841964	8841994	878	0,87,0,4,14,0,0,1,35,10,0,0,0,28,1,0,0,0,1,0,0,1,8,66	204,97,131,41,95,76,0,0,9,11,69,0,71,29,51,28,0,142,25,234,0,242,8,7	91,22,68,48,0,0,0,0,33,28,110,0,0,27,0,25,20,0,0,0	96,97,77,4,4,0,0,0,81,166,220,0,21,79,40,50,0,0,17,0	260	247	1	1.0	0.0,0.46,0.0,0.085,0.123,0.0,NA,1.0,0.787,0.463,0.0,NA,0.0,0.478,0.018,0.0,NA,0.0,0.037,0.0,NA,0.004,0.487,0.9	0.474,0.177,0.456,0.919,0.0,NA,NA,NA,0.279,0.138,0.322,NA,0.0,0.245,0.0,0.322,1.0,NA,0.0,NA	-0.067
879	"ENSG00000147050.14_2"	"KDM6A"	chrX	+	44919266	44919401	44919853	44920009	44918491	44918711	44920568	44920664	879	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,87,0,0,93,97,0,0,0	0,0,0,0,0,0,0,0,0,69,2,0,0,45,0,28,0,0,0,0	0,0,2,0,10,0,0,0,0,0,204,0,0,0,0,3,19,0,0,0	284	300	1	1.0	NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA	NA,NA,0.0,NA,0.0,NA,NA,NA,NA,1.0,0.01,NA,NA,1.0,NA,0.908,0.0,NA,NA,NA	-0.417
880	"ENSG00000072849.10_2"	"DERL2"	chr17	-	5383706	5383902	5384420	5384462	5383373	5383464	5384615	5384709	880	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,40,69,18,49,0,0,1,2,0,0,0,31,0,0,89,0,0,0,0,0,0,24	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	28,0,85,4,0,0,0,34,46,11,1,0,3,0,0,0,0,0,30,0	191	300	1	1.0	NA,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0	0.0,NA,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.611,NA,0.0,NA,NA,NA,NA,NA,0.0,NA	-0.068
882	"ENSG00000214046.8_2"	"SMIM7"	chr19	-	16764845	16764936	16770205	16770258	16757906	16758072	16770769	16770811	882	0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0	75,223,0,6,0,0,0,267,3,0,0,0,59,13,0,2,0,0,0,4,0,213,1,124	29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	42,7,0,2,18,0,0,0,0,18,51,0,60,0,0,0,0,0,0,0	202	240	1	1.0	0.0,0.0,NA,0.0,NA,NA,NA,0.4,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,0.794,NA,0.0,0.955,0.0	0.451,0.0,NA,0.0,0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.115
885	"ENSG00000181315.10_2"	"ZNF322"	chr6	-	26643886	26643956	26658785	26658874	26634620	26638956	26659668	26659980	885	0,0,0,0,0,0,0,0,43,0,0,49,0,0,0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,66,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	238	219	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.333
886	"ENSG00000138613.13_2"	"APH1B"	chr15	+	63579622	63579745	63594543	63594671	63578756	63578827	63597812	63598000	886	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,10,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,1,0,0	22,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0	21,25,0,0,0,0,0,4,0,0,13,0,0,42,0,27,0,0,0,0	272	277	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.516,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.825,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.026
887	"ENSG00000084453.16_2"	"SLCO1A2"	chr12	-	21467482	21467615	21471715	21471857	21459815	21459922	21487521	21487638	887	4,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0	0,0,37,0,12,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,5,0,0,0,0,0,0,0,0,126,0,73,0,0,0,0	291	282	1	1.0	1.0,NA,0.0,NA,0.715,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.388
890	"ENSG00000148468.16_1"	"FAM171A1"	chr10	-	15290637	15290814	15296719	15296878	15262942	15263059	15317853	15317946	890	0,70,0,69,29,0,0,163,83,13,0,104,0,18,42,1,44,28,20,1,0,0,14,18	36,8,0,27,0,0,0,125,0,0,0,0,25,75,95,61,62,52,54,0,0,0,8,12	158,19,70,63,20,0,0,21,5,90,25,0,170,0,0,0,17,0,28,0	28,0,22,0,22,0,0,38,51,67,102,0,10,52,0,52,0,0,7,0	300	300	1	1.0	0.0,0.897,NA,0.719,1.0,NA,NA,0.566,1.0,1.0,NA,1.0,0.0,0.194,0.307,0.016,0.415,0.35,0.27,1.0,NA,NA,0.636,0.6	0.849,1.0,0.761,1.0,0.476,NA,NA,0.356,0.089,0.573,0.197,NA,0.944,0.0,NA,0.0,1.0,NA,0.8,NA	-0.021
891	"ENSG00000141551.14_1"	"CSNK1D"	chr17	-	80210891	80211120	80213304	80213453	80210309	80210480	80223561	80223672	891	0,0,45,2,0,0,0,36,4,0,113,1,0,0,17,0,0,1,6,0,0,0,0,15	2,0,0,36,91,0,0,0,0,21,28,0,2,2,23,0,0,0,7,147,0,0,45,102	80,40,30,1,6,0,0,0,30,0,4,1764,0,22,0,8,53,0,0,0	102,80,67,40,26,0,0,13,0,68,56,0,9,0,0,0,4,8,0,0	298	300	1	1.0	0.0,NA,1.0,0.053,0.0,NA,NA,1.0,1.0,0.0,0.802,1.0,0.0,0.0,0.427,NA,NA,1.0,0.463,0.0,NA,NA,0.0,0.129	0.441,0.335,0.311,0.025,0.189,NA,NA,0.0,1.0,0.0,0.067,1.0,0.0,1.0,NA,1.0,0.93,0.0,NA,NA	-0.016
892	"ENSG00000148516.21_2"	"ZEB1"	chr10	+	31661946	31662102	31676052	31676195	31608144	31608221	31749965	31750166	892	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,60,0,16,0,0,0,0,18,0,0,74,8,0,0,0,2,0,0,19,0,0	0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	65,0,0,11,0,0,0,0,0,0,0,0,0,20,0,17,103,0,0,7	300	292	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,0.0,NA,NA	0.0,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,0.0	-0.143
897	"ENSG00000013441.15_1"	"CLK1"	chr2	-	201719726	201719809	201721404	201721534	201719338	201719418	201722440	201722607	897	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	207,22,0,5,0,76,0,122,32,31,14,0,131,117,242,5,188,0,109,363,79,86,14,15	0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0	68,2,22,175,40,468,233,19,5,96,99,0,0,33,9,20,13,0,0,0	279	232	1	1.0	0.0,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.07,0.0,0.0,0.0,NA,NA,NA	-0.005
898	"ENSG00000164715.5_1"	"LMTK2"	chr7	+	97820039	97820189	97820925	97823884	97816188	97816310	97832885	97833018	898	136,178,69,108,23,0,0,200,89,0,0,0,67,89,322,0,54,4,141,240,74,0,36,29	124,2,0,38,15,0,0,104,18,0,0,0,60,160,11,20,0,0,0,35,0,0,15,37	133,100,27,202,19,178,64,17,75,349,17,0,47,67,5,29,46,0,33,0	156,12,39,42,9,0,0,0,22,112,80,0,29,38,0,31,9,0,16,0	299	300	1	1.0	0.524,0.989,1.0,0.74,0.606,NA,NA,0.659,0.832,NA,NA,NA,0.528,0.358,0.967,0.0,1.0,1.0,1.0,0.873,1.0,NA,0.707,0.44	0.461,0.893,0.41,0.828,0.679,1.0,1.0,1.0,0.774,0.758,0.176,NA,0.619,0.639,1.0,0.484,0.837,NA,0.674,NA	0.015
899	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44091428	44091541	44092465	44092540	44089823	44089879	44096355	44096502	899	0,10,3,7,0,0,0,38,0,0,0,0,0,38,14,0,0,79,13,0,0,0,3,0	2,0,0,0,0,0,0,38,6,4,0,0,1,3,10,0,0,0,9,0,0,0,2,0	0,49,1,17,0,0,0,0,0,6,31,0,0,0,1,0,0,0,2,0	0,48,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0	262	224	1	1.0	0.0,1.0,1.0,1.0,NA,NA,NA,0.461,0.0,0.0,NA,NA,0.0,0.915,0.545,NA,NA,1.0,0.553,NA,NA,NA,0.562,NA	NA,0.466,1.0,1.0,NA,NA,NA,NA,NA,0.17,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	-0.264
901	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44092465	44092540	44096355	44096502	44091428	44091541	44097380	44097458	901	2,0,4,5,0,0,0,32,0,0,0,0,1,41,14,0,0,83,4,2,0,0,0,0	0,0,2,6,5,189,0,117,63,0,0,0,0,22,0,0,0,0,0,10,0,5,1,0	3,0,2,7,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0	61,51,5,4,16,181,97,0,0,18,1,0,0,71,0,31,0,0,0,0	224	296	1	1.0	1.0,NA,0.725,0.524,0.0,0.0,NA,0.265,0.0,NA,NA,NA,1.0,0.711,1.0,NA,NA,1.0,1.0,0.209,NA,0.0,0.0,NA	0.061,0.0,0.346,0.698,0.0,0.0,0.0,NA,NA,0.0,0.967,NA,NA,0.0,1.0,0.0,NA,NA,NA,NA	0.24
902	"ENSG00000121067.17_2"	"SPOP"	chr17	-	47714120	47714171	47745388	47745440	47700094	47700238	47753256	47753378	902	0,2,0,0,0,0,0,0,0,0,109,0,0,21,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	201	200	1	1.0	NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.25
903	"ENSG00000121067.17_2"	"SPOP"	chr17	-	47745388	47745440	47753256	47753378	47700094	47700238	47755294	47755472	903	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,6,0,0,0,0,1,135,0,0,65,0,0,0,0,0,0,0,0,0,0	52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	43,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0	271	201	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.473,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.158
904	"ENSG00000163702.18_2"	"IL17RC"	chr3	+	9971711	9971833	9972083	9972143	9971535	9971581	9972578	9972627	904	0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0	0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0	271	209	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.167
906	"ENSG00000062485.18_2"	"CS"	chr12	-	56677575	56677641	56679699	56679807	56676643	56676775	56680378	56680429	906	0,108,67,54,1,136,0,36,19,11,51,0,0,75,93,97,0,1,35,0,80,0,6,3	0,99,0,12,0,0,0,0,0,9,0,0,0,67,21,0,0,0,7,1,0,0,0,0	35,52,37,0,0,0,0,0,10,196,76,0,0,0,9,0,12,0,20,0	1,32,39,0,0,0,0,0,10,12,58,0,83,0,0,0,3,0,0,0	257	215	1	1.0	NA,0.477,1.0,0.79,1.0,1.0,NA,1.0,1.0,0.506,1.0,NA,NA,0.484,0.787,1.0,NA,1.0,0.807,0.0,1.0,NA,1.0,1.0	0.967,0.576,0.442,NA,NA,NA,NA,NA,0.456,0.932,0.523,NA,0.0,NA,1.0,NA,0.77,NA,1.0,NA	0.158
908	"ENSG00000125388.19_2"	"GRK4"	chr4	+	2986239	2986335	2990453	2990566	2965547	2965849	2993941	2994019	908	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,11,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	245	262	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
909	"ENSG00000005194.14_2"	"CIAPIN1"	chr16	-	57465062	57465178	57466398	57466472	57464169	57464251	57467955	57468124	909	0,0,0,3,0,0,0,45,49,0,0,0,0,0,1,0,41,0,0,0,0,0,12,0	0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0	49,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,22,0,0,0	0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0	223	265	1	1.0	NA,NA,NA,0.781,0.0,NA,NA,1.0,0.983,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,0.0,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,0.0,NA,0.0,1.0,NA,NA,NA	0.221
911	"ENSG00000223705.9_1"	"NSUN5P1"	chr7	+	75039888	75040009	75042066	75042210	75039644	75039743	75044162	75044301	911	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	270	293	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
